source_symbol,source_organism,ensg,ortholog_ensg,target_symbol,target_organism,description
BCAT1,human,ENSG00000060982,ENSMUSG00000030268,Bcat1,mouse,"branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]"
NUP62,human,ENSG00000213024,ENSMUSG00000109511,Nup62,mouse,nucleoporin 62 [Source:MGI Symbol;Acc:MGI:1351500]
Pir,human,ENSG00000087842,ENSMUSG00000031379,Pir,mouse,pirin [Source:MGI Symbol;Acc:MGI:1916906]
ARF5,human,ENSG00000004059,ENSMUSG00000020440,Arf5,mouse,ADP-ribosylation factor 5 [Source:MGI Symbol;Acc:MGI:99434]
STK17B,human,ENSG00000081320,ENSMUSG00000026094,Stk17b,mouse,serine/threonine kinase 17b (apoptosis-inducing) [Source:MGI Symbol;Acc:MGI:2138162]
ARHGEF40,human,ENSG00000165801,ENSMUSG00000004562,Arhgef40,mouse,Rho guanine nucleotide exchange factor (GEF) 40 [Source:MGI Symbol;Acc:MGI:2685515]
Pik3r4,human,ENSG00000196455,ENSMUSG00000032571,Pik3r4,mouse,phosphoinositide-3-kinase regulatory subunit 4 [Source:MGI Symbol;Acc:MGI:1922919]
Rpl30,human,ENSG00000156482,ENSMUSG00000058600,Rpl30,mouse,ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:98037]
LSM4,human,ENSG00000130520,ENSMUSG00000031848,Lsm4,mouse,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1354692]"
NPTN,human,ENSG00000156642,ENSMUSG00000032336,Nptn,mouse,neuroplastin [Source:MGI Symbol;Acc:MGI:108077]
TAOK2,human,ENSG00000149930,ENSMUSG00000059981,Taok2,mouse,TAO kinase 2 [Source:MGI Symbol;Acc:MGI:1915919]
MYL9,human,ENSG00000101335,ENSMUSG00000067818,Myl9,mouse,"myosin, light polypeptide 9, regulatory [Source:MGI Symbol;Acc:MGI:2138915]"
Ankrd28,human,ENSG00000206560,ENSMUSG00000014496,Ankrd28,mouse,ankyrin repeat domain 28 [Source:MGI Symbol;Acc:MGI:2145661]
STMN1,human,ENSG00000117632,ENSMUSG00000028832,Stmn1,mouse,stathmin 1 [Source:MGI Symbol;Acc:MGI:96739]
TPM1,human,ENSG00000140416,ENSMUSG00000032366,Tpm1,mouse,"tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]"
RAB4A,human,ENSG00000168118,ENSMUSG00000019478,Rab4a,mouse,"RAB4A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105069]"
RTN4,human,ENSG00000115310,ENSMUSG00000020458,Rtn4,mouse,reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835]
LOC100362338,human,,,,mouse,
NAP1L1,human,ENSG00000187109,ENSMUSG00000058799,Nap1l1,mouse,nucleosome assembly protein 1-like 1 [Source:MGI Symbol;Acc:MGI:1855693]
Hnrnpa1,human,ENSG00000135486,ENSMUSG00000046434,Hnrnpa1,mouse,heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol;Acc:MGI:104820]
Ergic3,human,ENSG00000125991,ENSMUSG00000005881,Ergic3,mouse,ERGIC and golgi 3 [Source:MGI Symbol;Acc:MGI:1913616]
USMG5,human,,,,mouse,
VPS26B,human,ENSG00000151502,ENSMUSG00000031988,Vps26b,mouse,VPS26 retromer complex component B [Source:MGI Symbol;Acc:MGI:1917656]
Pex16,human,ENSG00000121680,ENSMUSG00000027222,Pex16,mouse,peroxisomal biogenesis factor 16 [Source:MGI Symbol;Acc:MGI:1338829]
EIF2B2,human,ENSG00000119718,ENSMUSG00000004788,Eif2b2,mouse,"eukaryotic translation initiation factor 2B, subunit 2 beta [Source:MGI Symbol;Acc:MGI:2145118]"
Rras2,human,ENSG00000133818,ENSMUSG00000055723,Rras2,mouse,related RAS viral (r-ras) oncogene 2 [Source:MGI Symbol;Acc:MGI:1914172]
HSPB11,human,ENSG00000081870,ENSMUSG00000063172,Hspb11,mouse,"heat shock protein family B (small), member 11 [Source:MGI Symbol;Acc:MGI:1920188]"
KIF11,human,ENSG00000138160,ENSMUSG00000012443,Kif11,mouse,kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231]
DPYSL3,human,ENSG00000113657,ENSMUSG00000024501,Dpysl3,mouse,dihydropyrimidinase-like 3 [Source:MGI Symbol;Acc:MGI:1349762]
IDE,human,ENSG00000119912,ENSMUSG00000056999,Ide,mouse,insulin degrading enzyme [Source:MGI Symbol;Acc:MGI:96412]
IDH3A,human,ENSG00000166411,ENSMUSG00000032279,Idh3a,mouse,isocitrate dehydrogenase 3 (NAD+) alpha [Source:MGI Symbol;Acc:MGI:1915084]
RGD1562420,human,,,,mouse,
ASH2L,human,ENSG00000129691,ENSMUSG00000031575,Ash2l,mouse,ASH2 like histone lysine methyltransferase complex subunit [Source:MGI Symbol;Acc:MGI:1344416]
HNRNPH3,human,ENSG00000096746,ENSMUSG00000020069,Hnrnph3,mouse,heterogeneous nuclear ribonucleoprotein H3 [Source:MGI Symbol;Acc:MGI:1926462]
LGALS9,human,ENSG00000168961,,,mouse,
Ube2k,human,ENSG00000078140,ENSMUSG00000029203,Ube2k,mouse,ubiquitin-conjugating enzyme E2K [Source:MGI Symbol;Acc:MGI:1858216]
GNPDA2,human,ENSG00000163281,ENSMUSG00000029209,Gnpda2,mouse,glucosamine-6-phosphate deaminase 2 [Source:MGI Symbol;Acc:MGI:1915230]
RGD1559955,human,,,,mouse,
Pdlim5,human,ENSG00000163110,ENSMUSG00000028273,Pdlim5,mouse,PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489]
Apom,human,ENSG00000204444,ENSMUSG00000024391,Apom,mouse,apolipoprotein M [Source:MGI Symbol;Acc:MGI:1930124]
SPATA20,human,ENSG00000006282,ENSMUSG00000020867,Spata20,mouse,spermatogenesis associated 20 [Source:MGI Symbol;Acc:MGI:2183449]
TALDO1,human,ENSG00000177156,ENSMUSG00000025503,Taldo1,mouse,transaldolase 1 [Source:MGI Symbol;Acc:MGI:1274789]
HPS6,human,ENSG00000166189,ENSMUSG00000074811,Hps6,mouse,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3 [Source:MGI Symbol;Acc:MGI:2181763]"
HPS3,human,ENSG00000163755,ENSMUSG00000027615,Hps3,mouse,"HPS3, biogenesis of lysosomal organelles complex 2 subunit 1 [Source:MGI Symbol;Acc:MGI:2153839]"
GNS,human,ENSG00000135677,ENSMUSG00000034707,Gns,mouse,glucosamine (N-acetyl)-6-sulfatase [Source:MGI Symbol;Acc:MGI:1922862]
Gabarapl1,human,ENSG00000139112,ENSMUSG00000030161,Gabarapl1,mouse,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1914980]
Prkcsh,human,ENSG00000130175,ENSMUSG00000003402,Prkcsh,mouse,protein kinase C substrate 80K-H [Source:MGI Symbol;Acc:MGI:107877]
RAN,human,ENSG00000132341,ENSMUSG00000029430,Ran,mouse,"RAN, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1333112]"
BET1L,human,ENSG00000177951,ENSMUSG00000110136,Gm45785,mouse,predicted gene 45785 [Source:MGI Symbol;Acc:MGI:5804900]
SPRYD4,human,ENSG00000176422,ENSMUSG00000051346,Spryd4,mouse,SPRY domain containing 4 [Source:MGI Symbol;Acc:MGI:1913951]
RNF40,human,ENSG00000103549,ENSMUSG00000030816,Rnf40,mouse,ring finger protein 40 [Source:MGI Symbol;Acc:MGI:2142048]
YTHDF2,human,ENSG00000198492,ENSMUSG00000040025,Ythdf2,mouse,YTH N6-methyladenosine RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:2444233]
LXN,human,ENSG00000079257,ENSMUSG00000047557,Lxn,mouse,latexin [Source:MGI Symbol;Acc:MGI:107633]
TBCB,human,ENSG00000105254,ENSMUSG00000006095,Tbcb,mouse,tubulin folding cofactor B [Source:MGI Symbol;Acc:MGI:1913661]
CHERP,human,ENSG00000085872,ENSMUSG00000052488,Cherp,mouse,calcium homeostasis endoplasmic reticulum protein [Source:MGI Symbol;Acc:MGI:106417]
HEXA,human,ENSG00000213614,ENSMUSG00000025232,Hexa,mouse,hexosaminidase A [Source:MGI Symbol;Acc:MGI:96073]
ORMDL3,human,ENSG00000172057,ENSMUSG00000038150,Ormdl3,mouse,ORM1-like 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913862]
GNG12,human,ENSG00000172380,ENSMUSG00000036402,Gng12,mouse,"guanine nucleotide binding protein (G protein), gamma 12 [Source:MGI Symbol;Acc:MGI:1336171]"
Rbbp5,human,ENSG00000117222,ENSMUSG00000026439,Rbbp5,mouse,"retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit [Source:MGI Symbol;Acc:MGI:1918367]"
UBE2NL,human,ENSG00000276380,,,mouse,
SMN1,human,ENSG00000172062,ENSMUSG00000021645,Smn1,mouse,survival motor neuron 1 [Source:MGI Symbol;Acc:MGI:109257]
SMN1,human,ENSG00000205571,ENSMUSG00000021645,Smn1,mouse,survival motor neuron 1 [Source:MGI Symbol;Acc:MGI:109257]
CD63,human,ENSG00000135404,ENSMUSG00000025351,Cd63,mouse,CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]
PLBD2,human,ENSG00000151176,ENSMUSG00000029598,Plbd2,mouse,phospholipase B domain containing 2 [Source:MGI Symbol;Acc:MGI:1919022]
HCFC1,human,ENSG00000172534,ENSMUSG00000031386,Hcfc1,mouse,host cell factor C1 [Source:MGI Symbol;Acc:MGI:105942]
Copb2,human,ENSG00000184432,ENSMUSG00000032458,Copb2,mouse,"coatomer protein complex, subunit beta 2 (beta prime) [Source:MGI Symbol;Acc:MGI:1354962]"
VAPA,human,ENSG00000101558,ENSMUSG00000024091,Vapa,mouse,"vesicle-associated membrane protein, associated protein A [Source:MGI Symbol;Acc:MGI:1353561]"
SLC7A11,human,ENSG00000151012,ENSMUSG00000027737,Slc7a11,mouse,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 [Source:MGI Symbol;Acc:MGI:1347355]"
PPM1G,human,ENSG00000115241,ENSMUSG00000029147,Ppm1g,mouse,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform [Source:MGI Symbol;Acc:MGI:106065]"
XPO5,human,ENSG00000124571,ENSMUSG00000067150,Xpo5,mouse,exportin 5 [Source:MGI Symbol;Acc:MGI:1913789]
RPS5,human,ENSG00000083845,ENSMUSG00000012848,Rps5,mouse,ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1097682]
SRSF2,human,ENSG00000161547,ENSMUSG00000034120,Srsf2,mouse,serine and arginine-rich splicing factor 2 [Source:MGI Symbol;Acc:MGI:98284]
Rap1a,human,ENSG00000116473,ENSMUSG00000068798,Rap1a,mouse,RAS-related protein 1a [Source:MGI Symbol;Acc:MGI:97852]
Surf4,human,ENSG00000148248,ENSMUSG00000014867,Surf4,mouse,surfeit gene 4 [Source:MGI Symbol;Acc:MGI:98445]
GBP1,human,ENSG00000117228,,,mouse,
PLAU,human,ENSG00000122861,ENSMUSG00000021822,Plau,mouse,"plasminogen activator, urokinase [Source:MGI Symbol;Acc:MGI:97611]"
TMEM115,human,ENSG00000126062,ENSMUSG00000010045,Tmem115,mouse,transmembrane protein 115 [Source:MGI Symbol;Acc:MGI:1930765]
LOC100359593,human,,,,mouse,
MRPS12,human,ENSG00000128626,ENSMUSG00000045948,Mrps12,mouse,mitochondrial ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:1346333]
PANK2,human,ENSG00000125779,ENSMUSG00000037514,Pank2,mouse,pantothenate kinase 2 [Source:MGI Symbol;Acc:MGI:1921700]
TBC1D2B,human,ENSG00000167202,ENSMUSG00000037410,Tbc1d2b,mouse,"TBC1 domain family, member 2B [Source:MGI Symbol;Acc:MGI:1914266]"
TRMT5,human,ENSG00000126814,ENSMUSG00000034442,Trmt5,mouse,TRM5 tRNA methyltransferase 5 [Source:MGI Symbol;Acc:MGI:1923607]
RALGPS2,human,ENSG00000116191,ENSMUSG00000026594,Ralgps2,mouse,Ral GEF with PH domain and SH3 binding motif 2 [Source:MGI Symbol;Acc:MGI:1925505]
Polr2a,human,ENSG00000181222,ENSMUSG00000005198,Polr2a,mouse,polymerase (RNA) II (DNA directed) polypeptide A [Source:MGI Symbol;Acc:MGI:98086]
FDXR,human,ENSG00000161513,,,mouse,
Eif4a1,human,ENSG00000161960,ENSMUSG00000059796,Eif4a1,mouse,eukaryotic translation initiation factor 4A1 [Source:MGI Symbol;Acc:MGI:95303]
RTN3,human,ENSG00000133318,ENSMUSG00000024758,Rtn3,mouse,reticulon 3 [Source:MGI Symbol;Acc:MGI:1339970]
CDO1,human,ENSG00000129596,ENSMUSG00000033022,Cdo1,mouse,"cysteine dioxygenase 1, cytosolic [Source:MGI Symbol;Acc:MGI:105925]"
GIPC1,human,ENSG00000123159,ENSMUSG00000019433,Gipc1,mouse,"GIPC PDZ domain containing family, member 1 [Source:MGI Symbol;Acc:MGI:1926252]"
UBE2E3,human,ENSG00000170035,ENSMUSG00000027011,Ube2e3,mouse,ubiquitin-conjugating enzyme E2E 3 [Source:MGI Symbol;Acc:MGI:107412]
Tsc22d1,human,ENSG00000102804,ENSMUSG00000022010,Tsc22d1,mouse,"TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]"
MRPS34,human,ENSG00000074071,ENSMUSG00000038880,Mrps34,mouse,mitochondrial ribosomal protein S34 [Source:MGI Symbol;Acc:MGI:1930188]
Tra2b,human,ENSG00000136527,ENSMUSG00000022858,Tra2b,mouse,transformer 2 beta [Source:MGI Symbol;Acc:MGI:106016]
MCM7,human,ENSG00000166508,ENSMUSG00000029730,Mcm7,mouse,minichromosome maintenance complex component 7 [Source:MGI Symbol;Acc:MGI:1298398]
Snw1,human,ENSG00000100603,ENSMUSG00000021039,Snw1,mouse,SNW domain containing 1 [Source:MGI Symbol;Acc:MGI:1913604]
IFT122,human,ENSG00000163913,ENSMUSG00000030323,Ift122,mouse,intraflagellar transport 122 [Source:MGI Symbol;Acc:MGI:1932386]
COPB2,human,ENSG00000184432,ENSMUSG00000032458,Copb2,mouse,"coatomer protein complex, subunit beta 2 (beta prime) [Source:MGI Symbol;Acc:MGI:1354962]"
CYP20A1,human,ENSG00000119004,ENSMUSG00000049439,Cyp20a1,mouse,"cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]"
CALR,human,ENSG00000179218,ENSMUSG00000003814,Calr,mouse,calreticulin [Source:MGI Symbol;Acc:MGI:88252]
STAM,human,ENSG00000136738,ENSMUSG00000026718,Stam,mouse,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:MGI Symbol;Acc:MGI:1329014]
Fzd1,human,ENSG00000157240,ENSMUSG00000044674,Fzd1,mouse,frizzled class receptor 1 [Source:MGI Symbol;Acc:MGI:1196625]
Taok3,human,ENSG00000135090,ENSMUSG00000061288,Taok3,mouse,TAO kinase 3 [Source:MGI Symbol;Acc:MGI:3041177]
Rasl2-9,human,,,,mouse,
CNOT2,human,ENSG00000111596,ENSMUSG00000020166,Cnot2,mouse,"CCR4-NOT transcription complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1919318]"
BCAP29,human,ENSG00000075790,ENSMUSG00000020650,Bcap29,mouse,B cell receptor associated protein 29 [Source:MGI Symbol;Acc:MGI:101917]
HSPG2,human,ENSG00000142798,ENSMUSG00000028763,Hspg2,mouse,perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257]
NDUFA2,human,ENSG00000131495,ENSMUSG00000014294,Ndufa2,mouse,NADH:ubiquinone oxidoreductase subunit A2 [Source:MGI Symbol;Acc:MGI:1343103]
ASPSCR1,human,ENSG00000169696,ENSMUSG00000025142,Aspscr1,mouse,"alveolar soft part sarcoma chromosome region, candidate 1 (human) [Source:MGI Symbol;Acc:MGI:1916188]"
KCTD10,human,ENSG00000110906,ENSMUSG00000001098,Kctd10,mouse,potassium channel tetramerisation domain containing 10 [Source:MGI Symbol;Acc:MGI:2141207]
IPO5,human,ENSG00000065150,ENSMUSG00000030662,Ipo5,mouse,importin 5 [Source:MGI Symbol;Acc:MGI:1917822]
Stxbp1,human,ENSG00000136854,ENSMUSG00000026797,Stxbp1,mouse,syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]
IFNGR1,human,ENSG00000027697,ENSMUSG00000020009,Ifngr1,mouse,interferon gamma receptor 1 [Source:MGI Symbol;Acc:MGI:107655]
PLRG1,human,ENSG00000171566,ENSMUSG00000027998,Plrg1,mouse,pleiotropic regulator 1 [Source:MGI Symbol;Acc:MGI:1858197]
DDX21,human,ENSG00000165732,ENSMUSG00000020075,Ddx21,mouse,DExD box helicase 21 [Source:MGI Symbol;Acc:MGI:1860494]
EXOC6B,human,ENSG00000144036,ENSMUSG00000033769,Exoc6b,mouse,exocyst complex component 6B [Source:MGI Symbol;Acc:MGI:1923164]
Atp6v1c1,human,ENSG00000155097,ENSMUSG00000022295,Atp6v1c1,mouse,"ATPase, H+ transporting, lysosomal V1 subunit C1 [Source:MGI Symbol;Acc:MGI:1913585]"
SMN2,human,ENSG00000172062,ENSMUSG00000021645,Smn1,mouse,survival motor neuron 1 [Source:MGI Symbol;Acc:MGI:109257]
SMN2,human,ENSG00000205571,ENSMUSG00000021645,Smn1,mouse,survival motor neuron 1 [Source:MGI Symbol;Acc:MGI:109257]
Nudt3,human,ENSG00000272325,ENSMUSG00000024213,Nudt3,mouse,nudix (nucleotide diphosphate linked moiety X)-type motif 3 [Source:MGI Symbol;Acc:MGI:1928484]
MRPL49,human,ENSG00000149792,ENSMUSG00000007338,Mrpl49,mouse,mitochondrial ribosomal protein L49 [Source:MGI Symbol;Acc:MGI:108180]
WBP11,human,ENSG00000084463,,,mouse,
MAP1A,human,ENSG00000166963,ENSMUSG00000027254,Map1a,mouse,microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776]
Cnot6,human,ENSG00000113300,ENSMUSG00000020362,Cnot6,mouse,"CCR4-NOT transcription complex, subunit 6 [Source:MGI Symbol;Acc:MGI:2144529]"
DPF2,human,ENSG00000133884,ENSMUSG00000024826,Dpf2,mouse,"D4, zinc and double PHD fingers family 2 [Source:MGI Symbol;Acc:MGI:109529]"
TXNRD1,human,ENSG00000198431,ENSMUSG00000020250,Txnrd1,mouse,thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]
PNPT1,human,ENSG00000138035,ENSMUSG00000020464,Pnpt1,mouse,polyribonucleotide nucleotidyltransferase 1 [Source:MGI Symbol;Acc:MGI:1918951]
Psma3,human,ENSG00000100567,ENSMUSG00000060073,Psma3,mouse,proteasome subunit alpha 3 [Source:MGI Symbol;Acc:MGI:104883]
DAG1,human,ENSG00000173402,ENSMUSG00000039952,Dag1,mouse,dystroglycan 1 [Source:MGI Symbol;Acc:MGI:101864]
RPL14,human,ENSG00000188846,ENSMUSG00000025794,Rpl14,mouse,ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1914365]
Ubash3b,human,ENSG00000154127,ENSMUSG00000032020,Ubash3b,mouse,"ubiquitin associated and SH3 domain containing, B [Source:MGI Symbol;Acc:MGI:1920078]"
NDUFA6,human,ENSG00000184983,ENSMUSG00000022450,Ndufa6,mouse,NADH:ubiquinone oxidoreductase subunit A6 [Source:MGI Symbol;Acc:MGI:1914380]
Sfxn3,human,ENSG00000107819,ENSMUSG00000025212,Sfxn3,mouse,sideroflexin 3 [Source:MGI Symbol;Acc:MGI:2137679]
Myl10,human,ENSG00000106436,ENSMUSG00000005474,Myl10,mouse,"myosin, light chain 10, regulatory [Source:MGI Symbol;Acc:MGI:1891705]"
Eif3l,human,ENSG00000100129,ENSMUSG00000033047,Eif3l,mouse,"eukaryotic translation initiation factor 3, subunit L [Source:MGI Symbol;Acc:MGI:2386251]"
PLS3,human,ENSG00000102024,ENSMUSG00000016382,Pls3,mouse,plastin 3 (T-isoform) [Source:MGI Symbol;Acc:MGI:104807]
SH2D4A,human,ENSG00000104611,ENSMUSG00000053886,Sh2d4a,mouse,SH2 domain containing 4A [Source:MGI Symbol;Acc:MGI:1919531]
VARS,human,ENSG00000204394,ENSMUSG00000007029,Vars,mouse,valyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:90675]
RAVER1,human,ENSG00000161847,ENSMUSG00000010205,Raver1,mouse,"ribonucleoprotein, PTB-binding 1 [Source:MGI Symbol;Acc:MGI:1919016]"
RAVER1,human,ENSG00000161847,ENSMUSG00000111497,Gm38431,mouse,"predicted gene, 38431 [Source:MGI Symbol;Acc:MGI:5621316]"
ZNF622,human,ENSG00000173545,ENSMUSG00000052253,Zfp622,mouse,zinc finger protein 622 [Source:MGI Symbol;Acc:MGI:1289282]
Dynlt1,human,ENSG00000146425,ENSMUSG00000000579,Dynlt1c,mouse,dynein light chain Tctex-type 1C [Source:MGI Symbol;Acc:MGI:3807476]
Dynlt1,human,ENSG00000146425,ENSMUSG00000092074,Dynlt1a,mouse,dynein light chain Tctex-type 1A [Source:MGI Symbol;Acc:MGI:3807506]
Dynlt1,human,ENSG00000146425,ENSMUSG00000095677,Dynlt1f,mouse,dynein light chain Tctex-type 1F [Source:MGI Symbol;Acc:MGI:3780996]
Dynlt1,human,ENSG00000146425,ENSMUSG00000096255,Dynlt1b,mouse,dynein light chain Tctex-type 1B [Source:MGI Symbol;Acc:MGI:98643]
EHBP1,human,ENSG00000115504,ENSMUSG00000042302,Ehbp1,mouse,EH domain binding protein 1 [Source:MGI Symbol;Acc:MGI:2667252]
PVR,human,ENSG00000073008,ENSMUSG00000040511,Pvr,mouse,poliovirus receptor [Source:MGI Symbol;Acc:MGI:107741]
BCKDK,human,ENSG00000103507,ENSMUSG00000030802,Bckdk,mouse,branched chain ketoacid dehydrogenase kinase [Source:MGI Symbol;Acc:MGI:1276121]
SCAF8,human,ENSG00000213079,ENSMUSG00000046201,Scaf8,mouse,SR-related CTD-associated factor 8 [Source:MGI Symbol;Acc:MGI:1925212]
RPL11,human,ENSG00000142676,ENSMUSG00000059291,Rpl11,mouse,ribosomal protein L11 [Source:MGI Symbol;Acc:MGI:1914275]
APPL2,human,ENSG00000136044,ENSMUSG00000020263,Appl2,mouse,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914]"
TPP1,human,ENSG00000166340,ENSMUSG00000030894,Tpp1,mouse,tripeptidyl peptidase I [Source:MGI Symbol;Acc:MGI:1336194]
SYNE3,human,ENSG00000176438,ENSMUSG00000054150,Syne3,mouse,"spectrin repeat containing, nuclear envelope family member 3 [Source:MGI Symbol;Acc:MGI:2442408]"
SLC3A2,human,ENSG00000168003,ENSMUSG00000010095,Slc3a2,mouse,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 [Source:MGI Symbol;Acc:MGI:96955]"
ELF1,human,ENSG00000120690,ENSMUSG00000036461,Elf1,mouse,E74 like ETS transcription factor 1 [Source:MGI Symbol;Acc:MGI:107180]
CTNNBL1,human,ENSG00000132792,ENSMUSG00000027649,Ctnnbl1,mouse,"catenin, beta like 1 [Source:MGI Symbol;Acc:MGI:1913892]"
ABCF2,human,ENSG00000033050,ENSMUSG00000028953,Abcf2,mouse,"ATP-binding cassette, sub-family F (GCN20), member 2 [Source:MGI Symbol;Acc:MGI:1351657]"
ABCF2,human,ENSG00000285292,ENSMUSG00000028953,Abcf2,mouse,"ATP-binding cassette, sub-family F (GCN20), member 2 [Source:MGI Symbol;Acc:MGI:1351657]"
SF3B1,human,ENSG00000115524,ENSMUSG00000025982,Sf3b1,mouse,"splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]"
MRPL4,human,ENSG00000105364,ENSMUSG00000003299,Mrpl4,mouse,mitochondrial ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:2137210]
NPEPPS,human,ENSG00000141279,ENSMUSG00000001441,Npepps,mouse,aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]
RIPK2,human,ENSG00000104312,ENSMUSG00000041135,Ripk2,mouse,receptor (TNFRSF)-interacting serine-threonine kinase 2 [Source:MGI Symbol;Acc:MGI:1891456]
SLC12A9,human,ENSG00000146828,ENSMUSG00000037344,Slc12a9,mouse,"solute carrier family 12 (potassium/chloride transporters), member 9 [Source:MGI Symbol;Acc:MGI:1933532]"
MLLT4,human,,,,mouse,
ANKFY1,human,ENSG00000185722,ENSMUSG00000020790,Ankfy1,mouse,ankyrin repeat and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:1337008]
VASP,human,ENSG00000125753,ENSMUSG00000030403,Vasp,mouse,vasodilator-stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:109268]
GYG1,human,ENSG00000163754,ENSMUSG00000019528,Gyg,mouse,glycogenin [Source:MGI Symbol;Acc:MGI:1351614]
CD151,human,ENSG00000177697,ENSMUSG00000025510,Cd151,mouse,CD151 antigen [Source:MGI Symbol;Acc:MGI:1096360]
NDE1,human,ENSG00000072864,ENSMUSG00000022678,Nde1,mouse,nudE neurodevelopment protein 1 [Source:MGI Symbol;Acc:MGI:1914453]
Gnai1,human,ENSG00000127955,ENSMUSG00000057614,Gnai1,mouse,"guanine nucleotide binding protein (G protein), alpha inhibiting 1 [Source:MGI Symbol;Acc:MGI:95771]"
Atp1b1,human,ENSG00000143153,ENSMUSG00000026576,Atp1b1,mouse,"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:MGI Symbol;Acc:MGI:88108]"
Spag5,human,ENSG00000076382,ENSMUSG00000002055,Spag5,mouse,sperm associated antigen 5 [Source:MGI Symbol;Acc:MGI:1927470]
RPL24,human,ENSG00000114391,ENSMUSG00000098274,Rpl24,mouse,ribosomal protein L24 [Source:MGI Symbol;Acc:MGI:1915443]
STIM1,human,ENSG00000167323,ENSMUSG00000030987,Stim1,mouse,stromal interaction molecule 1 [Source:MGI Symbol;Acc:MGI:107476]
Emc3,human,ENSG00000125037,ENSMUSG00000030286,Emc3,mouse,ER membrane protein complex subunit 3 [Source:MGI Symbol;Acc:MGI:1913337]
GARNL3,human,ENSG00000136895,ENSMUSG00000038860,Garnl3,mouse,GTPase activating RANGAP domain-like 3 [Source:MGI Symbol;Acc:MGI:2139309]
TRAM2,human,ENSG00000065308,ENSMUSG00000041779,Tram2,mouse,translocating chain-associating membrane protein 2 [Source:MGI Symbol;Acc:MGI:1924817]
WDR82,human,ENSG00000164091,ENSMUSG00000020257,Wdr82,mouse,WD repeat domain containing 82 [Source:MGI Symbol;Acc:MGI:1924555]
CD276,human,ENSG00000103855,ENSMUSG00000035914,Cd276,mouse,CD276 antigen [Source:MGI Symbol;Acc:MGI:2183926]
PIN4,human,ENSG00000102309,ENSMUSG00000079480,Pin4,mouse,"peptidyl-prolyl cis/trans isomerase, NIMA-interacting, 4 (parvulin) [Source:MGI Symbol;Acc:MGI:1916963]"
UGDH,human,ENSG00000109814,ENSMUSG00000029201,Ugdh,mouse,UDP-glucose dehydrogenase [Source:MGI Symbol;Acc:MGI:1306785]
